36.55824073,34.26168281,3.14E-02,438.87813
39.56944945,34.47934479,3.29E-02,614.168568
41.86728301,30.10381073,3.23E-02,486.950867
36.68737899,36.5402411,3.24E-02,381.792332
36.24216333,34.67051859,3.16E-02,539.760852
46.08659131,27.7694268,3.41E-02,263.405361
39.03612271,36.3117529,3.31E-02,405.178054
39.5612297,31.0438187,3.17E-02,531.522758
35.92141539,35.44954228,3.17E-02,439.966198
38.46281726,30.2916178,2.98E-02,431.350885
36.13936819,34.37050524,3.13E-02,434.172514
39.94278155,30.58301655,3.12E-02,573.033379
41.54636163,31.37461271,3.29E-02,235.868037
40.38252812,33.77875152,3.30E-02,463.926934
39.56629869,31.35759999,3.15E-02,411.619798
38.65815648,33.54047451,3.21E-02,520.197682
38.09869273,31.8518463,3.12E-02,353.946427
37.37972245,35.87105187,3.24E-02,472.700288
43.85914794,28.40801872,3.23E-02,496.157147
39.11878359,31.9310207,3.17E-02,362.448526
37.0571974,32.7313147,3.09E-02,331.045905
37.42467709,32.1382775,3.11E-02,485.413526
42.37398135,28.89977638,3.16E-02,453.708145
39.1564711,38.72433774,3.38E-02,510.607593
40.31851485,29.49574668,3.09E-02,398.575197
38.12604584,36.46527223,3.29E-02,397.390976
35.18852346,33.62308313,3.04E-02,503.459747
36.4526142,36.36822986,3.23E-02,473.254438
38.37599188,34.76833339,3.25E-02,258.843223
34.89979348,34.50862684,3.06E-02,472.925963
42.58057359,30.29446645,3.31E-02,386.796007
36.28578835,31.41937889,2.97E-02,333.857036
36.03761957,35.39533407,3.16E-02,559.863432
36.81083383,32.10499265,3.01E-02,570.726284
38.77982268,29.66120689,2.97E-02,295.913441
39.28069486,30.42117687,3.11E-02,539.392515
40.71842707,31.67188983,3.25E-02,343.290117
40.72973355,36.24834226,3.37E-02,551.91046
45.76037858,29.73162801,3.47E-02,564.786071
41.66098381,32.58049067,3.30E-02,535.814695
38.46993647,31.61224106,3.08E-02,326.745689
40.5363052,31.9401782,3.23E-02,359.054535
42.77637775,31.95922155,3.37E-02,516.991544
36.88745357,33.65319663,3.13E-02,403.01822
36.76769082,36.40336613,3.24E-02,570.446058
40.5066874,29.2343968,3.09E-02,515.348375
39.6562769,34.5831094,3.29E-02,503.65624
42.70635725,28.93015752,3.19E-02,525.71897
38.01500628,37.67688091,3.32E-02,340.630832
39.34601017,34.06706972,3.26E-02,356.450718
37.58461004,37.51016574,3.30E-02,496.363308
35.52955303,33.89759839,3.08E-02,551.858196
40.30232549,32.94145147,3.27E-02,471.733925
